# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-03-29 12:34:02 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03109500 Little Beaver Creek near East Liverpool OH
# -----------------------------------------------------------------------------------
#
# Data provided for site 03109500
#            TS   parameter     statistic     Description
#        108675       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	108675_00060_00003	108675_00060_00003_cd
USGS	03109500	1970-06-01	266	A
USGS	03109500	1970-06-02	248	A
USGS	03109500	1970-06-03	263	A
USGS	03109500	1970-06-04	312	A
USGS	03109500	1970-06-05	372	A
USGS	03109500	1970-06-06	361	A
USGS	03109500	1970-06-07	272	A
USGS	03109500	1970-06-08	230	A
USGS	03109500	1970-06-09	208	A
USGS	03109500	1970-06-10	215	A
USGS	03109500	1970-06-11	182	A
USGS	03109500	1970-06-12	168	A
USGS	03109500	1970-06-13	188	A
USGS	03109500	1970-06-14	168	A
USGS	03109500	1970-06-15	287	A
USGS	03109500	1970-06-16	2100	A
USGS	03109500	1970-06-17	2020	A
USGS	03109500	1970-06-18	1270	A
USGS	03109500	1970-06-19	700	A
USGS	03109500	1970-06-20	474	A
USGS	03109500	1970-06-21	438	A
USGS	03109500	1970-06-22	755	A
USGS	03109500	1970-06-23	544	A
USGS	03109500	1970-06-24	410	A
USGS	03109500	1970-06-25	382	A
USGS	03109500	1970-06-26	572	A
USGS	03109500	1970-06-27	1500	A
USGS	03109500	1970-06-28	902	A
USGS	03109500	1970-06-29	570	A
USGS	03109500	1970-06-30	430	A
USGS	03109500	1970-07-01	347	A
USGS	03109500	1970-07-02	293	A
USGS	03109500	1970-07-03	248	A
USGS	03109500	1970-07-04	232	A
USGS	03109500	1970-07-05	202	A
USGS	03109500	1970-07-06	190	A
USGS	03109500	1970-07-07	168	A
USGS	03109500	1970-07-08	157	A
USGS	03109500	1970-07-09	260	A
USGS	03109500	1970-07-10	350	A
USGS	03109500	1970-07-11	316	A
USGS	03109500	1970-07-12	275	A
USGS	03109500	1970-07-13	240	A
USGS	03109500	1970-07-14	257	A
USGS	03109500	1970-07-15	230	A
USGS	03109500	1970-07-16	319	A
USGS	03109500	1970-07-17	302	A
USGS	03109500	1970-07-18	215	A
USGS	03109500	1970-07-19	540	A
USGS	03109500	1970-07-20	914	A
USGS	03109500	1970-07-21	1020	A
USGS	03109500	1970-07-22	765	A
USGS	03109500	1970-07-23	430	A
USGS	03109500	1970-07-24	330	A
USGS	03109500	1970-07-25	260	A
USGS	03109500	1970-07-26	215	A
USGS	03109500	1970-07-27	190	A
USGS	03109500	1970-07-28	170	A
USGS	03109500	1970-07-29	166	A
USGS	03109500	1970-07-30	232	A
USGS	03109500	1970-07-31	272	A
USGS	03109500	1970-08-01	450	A
USGS	03109500	1970-08-02	570	A
USGS	03109500	1970-08-03	514	A
USGS	03109500	1970-08-04	225	A
USGS	03109500	1970-08-05	180	A
USGS	03109500	1970-08-06	152	A
USGS	03109500	1970-08-07	136	A
USGS	03109500	1970-08-08	124	A
USGS	03109500	1970-08-09	117	A
USGS	03109500	1970-08-10	108	A
USGS	03109500	1970-08-11	102	A
USGS	03109500	1970-08-12	97.0	A
USGS	03109500	1970-08-13	90.0	A
USGS	03109500	1970-08-14	85.0	A
USGS	03109500	1970-08-15	81.0	A
USGS	03109500	1970-08-16	79.0	A
USGS	03109500	1970-08-17	84.0	A
USGS	03109500	1970-08-18	82.0	A
USGS	03109500	1970-08-19	79.0	A
USGS	03109500	1970-08-20	94.0	A
USGS	03109500	1970-08-21	99.0	A
USGS	03109500	1970-08-22	94.0	A
USGS	03109500	1970-08-23	82.0	A
USGS	03109500	1970-08-24	76.0	A
USGS	03109500	1970-08-25	74.0	A
USGS	03109500	1970-08-26	69.0	A
USGS	03109500	1970-08-27	64.0	A
USGS	03109500	1970-08-28	60.0	A
USGS	03109500	1970-08-29	55.0	A
USGS	03109500	1970-08-30	60.0	A
USGS	03109500	1970-08-31	71.0	A
USGS	03109500	1970-09-01	56.0	A
USGS	03109500	1970-09-02	54.0	A
USGS	03109500	1970-09-03	59.0	A
USGS	03109500	1970-09-04	94.0	A
USGS	03109500	1970-09-05	148	A
USGS	03109500	1970-09-06	140	A
USGS	03109500	1970-09-07	105	A
USGS	03109500	1970-09-08	88.0	A
USGS	03109500	1970-09-09	81.0	A
USGS	03109500	1970-09-10	76.0	A
USGS	03109500	1970-09-11	88.0	A
USGS	03109500	1970-09-12	86.0	A
USGS	03109500	1970-09-13	76.0	A
USGS	03109500	1970-09-14	69.0	A
USGS	03109500	1970-09-15	65.0	A
USGS	03109500	1970-09-16	128	A
USGS	03109500	1970-09-17	138	A
USGS	03109500	1970-09-18	112	A
USGS	03109500	1970-09-19	152	A
USGS	03109500	1970-09-20	130	A
USGS	03109500	1970-09-21	112	A
USGS	03109500	1970-09-22	100	A
USGS	03109500	1970-09-23	94.0	A
USGS	03109500	1970-09-24	161	A
USGS	03109500	1970-09-25	157	A
USGS	03109500	1970-09-26	195	A
USGS	03109500	1970-09-27	299	A
USGS	03109500	1970-09-28	290	A
USGS	03109500	1970-09-29	205	A
USGS	03109500	1970-09-30	159	A
USGS	03109500	1970-10-01	134	A
USGS	03109500	1970-10-02	115	A
USGS	03109500	1970-10-03	121	A
USGS	03109500	1970-10-04	123	A
USGS	03109500	1970-10-05	108	A
USGS	03109500	1970-10-06	97.0	A
USGS	03109500	1970-10-07	92.0	A
USGS	03109500	1970-10-08	88.0	A
USGS	03109500	1970-10-09	84.0	A
USGS	03109500	1970-10-10	82.0	A
USGS	03109500	1970-10-11	546	A
USGS	03109500	1970-10-12	896	A
USGS	03109500	1970-10-13	824	A
USGS	03109500	1970-10-14	830	A
USGS	03109500	1970-10-15	570	A
USGS	03109500	1970-10-16	486	A
USGS	03109500	1970-10-17	347	A
USGS	03109500	1970-10-18	269	A
USGS	03109500	1970-10-19	225	A
USGS	03109500	1970-10-20	200	A
USGS	03109500	1970-10-21	293	A
USGS	03109500	1970-10-22	562	A
USGS	03109500	1970-10-23	462	A
USGS	03109500	1970-10-24	358	A
USGS	03109500	1970-10-25	296	A
USGS	03109500	1970-10-26	257	A
USGS	03109500	1970-10-27	232	A
USGS	03109500	1970-10-28	210	A
USGS	03109500	1970-10-29	200	A
USGS	03109500	1970-10-30	714	A
USGS	03109500	1970-10-31	4000	A
USGS	03109500	1970-11-01	3400	A
USGS	03109500	1970-11-02	2000	A
USGS	03109500	1970-11-03	1680	A
USGS	03109500	1970-11-04	1500	A
USGS	03109500	1970-11-05	1240	A
USGS	03109500	1970-11-06	968	A
USGS	03109500	1970-11-07	770	A
USGS	03109500	1970-11-08	625	A
USGS	03109500	1970-11-09	544	A
USGS	03109500	1970-11-10	700	A
USGS	03109500	1970-11-11	1050	A
USGS	03109500	1970-11-12	932	A
USGS	03109500	1970-11-13	932	A
USGS	03109500	1970-11-14	980	A
USGS	03109500	1970-11-15	2200	A
USGS	03109500	1970-11-16	2060	A
USGS	03109500	1970-11-17	1450	A
USGS	03109500	1970-11-18	1060	A
USGS	03109500	1970-11-19	878	A
USGS	03109500	1970-11-20	812	A
USGS	03109500	1970-11-21	986	A
USGS	03109500	1970-11-22	842	A
USGS	03109500	1970-11-23	700	A
USGS	03109500	1970-11-24	580	A
USGS	03109500	1970-11-25	510	A
USGS	03109500	1970-11-26	490	A
USGS	03109500	1970-11-27	494	A
USGS	03109500	1970-11-28	530	A
USGS	03109500	1970-11-29	650	A
USGS	03109500	1970-11-30	1610	A
USGS	03109500	1970-12-01	1270	A
USGS	03109500	1970-12-02	974	A
USGS	03109500	1970-12-03	998	A
USGS	03109500	1970-12-04	2150	A
USGS	03109500	1970-12-05	1900	A
USGS	03109500	1970-12-06	1330	A
USGS	03109500	1970-12-07	1020	A
USGS	03109500	1970-12-08	860	A
USGS	03109500	1970-12-09	788	A
USGS	03109500	1970-12-10	725	A
USGS	03109500	1970-12-11	725	A
USGS	03109500	1970-12-12	1760	A
USGS	03109500	1970-12-13	2450	A
USGS	03109500	1970-12-14	1860	A
USGS	03109500	1970-12-15	1320	A
USGS	03109500	1970-12-16	1090	A
USGS	03109500	1970-12-17	1310	A
USGS	03109500	1970-12-18	1320	A
USGS	03109500	1970-12-19	1130	A
USGS	03109500	1970-12-20	968	A
USGS	03109500	1970-12-21	830	A
USGS	03109500	1970-12-22	908	A
USGS	03109500	1970-12-23	1090	A
USGS	03109500	1970-12-24	968	A
USGS	03109500	1970-12-25	782	A
USGS	03109500	1970-12-26	650	A
USGS	03109500	1970-12-27	550	A
USGS	03109500	1970-12-28	500	A
USGS	03109500	1970-12-29	450	A
USGS	03109500	1970-12-30	420	A
USGS	03109500	1970-12-31	400	A
USGS	03109500	1971-01-01	380	A
USGS	03109500	1971-01-02	360	A
USGS	03109500	1971-01-03	350	A
USGS	03109500	1971-01-04	972	A
USGS	03109500	1971-01-05	1580	A
USGS	03109500	1971-01-06	1000	A
USGS	03109500	1971-01-07	500	A
USGS	03109500	1971-01-08	450	A
USGS	03109500	1971-01-09	420	A
USGS	03109500	1971-01-10	400	A
USGS	03109500	1971-01-11	400	A
USGS	03109500	1971-01-12	400	A
USGS	03109500	1971-01-13	389	A
USGS	03109500	1971-01-14	530	A
USGS	03109500	1971-01-15	566	A
USGS	03109500	1971-01-16	422	A
USGS	03109500	1971-01-17	350	A
USGS	03109500	1971-01-18	330	A
USGS	03109500	1971-01-19	310	A
USGS	03109500	1971-01-20	300	A
USGS	03109500	1971-01-21	290	A
USGS	03109500	1971-01-22	270	A
USGS	03109500	1971-01-23	250	A
USGS	03109500	1971-01-24	270	A
USGS	03109500	1971-01-25	290	A
USGS	03109500	1971-01-26	300	A
USGS	03109500	1971-01-27	280	A
USGS	03109500	1971-01-28	270	A
USGS	03109500	1971-01-29	260	A
USGS	03109500	1971-01-30	250	A
USGS	03109500	1971-01-31	240	A
USGS	03109500	1971-02-01	230	A
USGS	03109500	1971-02-02	220	A
USGS	03109500	1971-02-03	220	A
USGS	03109500	1971-02-04	240	A
USGS	03109500	1971-02-05	1400	A
USGS	03109500	1971-02-06	1700	A
USGS	03109500	1971-02-07	1110	A
USGS	03109500	1971-02-08	715	A
USGS	03109500	1971-02-09	466	A
USGS	03109500	1971-02-10	390	A
USGS	03109500	1971-02-11	380	A
USGS	03109500	1971-02-12	420	A
USGS	03109500	1971-02-13	450	A
USGS	03109500	1971-02-14	420	A
USGS	03109500	1971-02-15	400	A
USGS	03109500	1971-02-16	390	A
USGS	03109500	1971-02-17	410	A
USGS	03109500	1971-02-18	900	A
USGS	03109500	1971-02-19	2400	A
USGS	03109500	1971-02-20	5080	A
USGS	03109500	1971-02-21	4640	A
USGS	03109500	1971-02-22	5680	A
USGS	03109500	1971-02-23	6630	A
USGS	03109500	1971-02-24	3330	A
USGS	03109500	1971-02-25	2020	A
USGS	03109500	1971-02-26	1920	A
USGS	03109500	1971-02-27	2190	A
USGS	03109500	1971-02-28	1900	A
USGS	03109500	1971-03-01	1340	A
USGS	03109500	1971-03-02	1080	A
USGS	03109500	1971-03-03	932	A
USGS	03109500	1971-03-04	725	A
USGS	03109500	1971-03-05	776	A
USGS	03109500	1971-03-06	842	A
USGS	03109500	1971-03-07	2430	A
USGS	03109500	1971-03-08	2080	A
USGS	03109500	1971-03-09	1370	A
USGS	03109500	1971-03-10	1150	A
USGS	03109500	1971-03-11	1160	A
USGS	03109500	1971-03-12	1190	A
USGS	03109500	1971-03-13	3170	A
USGS	03109500	1971-03-14	2640	A
USGS	03109500	1971-03-15	2310	A
USGS	03109500	1971-03-16	1910	A
USGS	03109500	1971-03-17	1420	A
USGS	03109500	1971-03-18	1120	A
USGS	03109500	1971-03-19	1080	A
USGS	03109500	1971-03-20	1220	A
USGS	03109500	1971-03-21	1080	A
USGS	03109500	1971-03-22	1090	A
USGS	03109500	1971-03-23	956	A
USGS	03109500	1971-03-24	848	A
USGS	03109500	1971-03-25	755	A
USGS	03109500	1971-03-26	715	A
USGS	03109500	1971-03-27	660	A
USGS	03109500	1971-03-28	625	A
USGS	03109500	1971-03-29	598	A
USGS	03109500	1971-03-30	548	A
USGS	03109500	1971-03-31	498	A
USGS	03109500	1971-04-01	466	A
USGS	03109500	1971-04-02	466	A
USGS	03109500	1971-04-03	442	A
USGS	03109500	1971-04-04	400	A
USGS	03109500	1971-04-05	368	A
USGS	03109500	1971-04-06	354	A
USGS	03109500	1971-04-07	347	A
USGS	03109500	1971-04-08	322	A
USGS	03109500	1971-04-09	302	A
USGS	03109500	1971-04-10	299	A
USGS	03109500	1971-04-11	284	A
USGS	03109500	1971-04-12	269	A
USGS	03109500	1971-04-13	266	A
USGS	03109500	1971-04-14	284	A
USGS	03109500	1971-04-15	281	A
USGS	03109500	1971-04-16	260	A
USGS	03109500	1971-04-17	257	A
USGS	03109500	1971-04-18	281	A
USGS	03109500	1971-04-19	266	A
USGS	03109500	1971-04-20	240	A
USGS	03109500	1971-04-21	228	A
USGS	03109500	1971-04-22	225	A
USGS	03109500	1971-04-23	218	A
USGS	03109500	1971-04-24	208	A
USGS	03109500	1971-04-25	198	A
USGS	03109500	1971-04-26	188	A
USGS	03109500	1971-04-27	182	A
USGS	03109500	1971-04-28	182	A
USGS	03109500	1971-04-29	182	A
USGS	03109500	1971-04-30	180	A
USGS	03109500	1971-05-01	175	A
USGS	03109500	1971-05-02	180	A
USGS	03109500	1971-05-03	188	A
USGS	03109500	1971-05-04	178	A
USGS	03109500	1971-05-05	170	A
USGS	03109500	1971-05-06	768	A
USGS	03109500	1971-05-07	914	A
USGS	03109500	1971-05-08	842	A
USGS	03109500	1971-05-09	720	A
USGS	03109500	1971-05-10	552	A
USGS	03109500	1971-05-11	462	A
USGS	03109500	1971-05-12	466	A
USGS	03109500	1971-05-13	557	A
USGS	03109500	1971-05-14	466	A
USGS	03109500	1971-05-15	389	A
USGS	03109500	1971-05-16	361	A
USGS	03109500	1971-05-17	446	A
USGS	03109500	1971-05-18	389	A
USGS	03109500	1971-05-19	330	A
USGS	03109500	1971-05-20	296	A
USGS	03109500	1971-05-21	272	A
USGS	03109500	1971-05-22	242	A
USGS	03109500	1971-05-23	222	A
USGS	03109500	1971-05-24	210	A
USGS	03109500	1971-05-25	225	A
USGS	03109500	1971-05-26	228	A
USGS	03109500	1971-05-27	212	A
USGS	03109500	1971-05-28	195	A
USGS	03109500	1971-05-29	180	A
USGS	03109500	1971-05-30	166	A
USGS	03109500	1971-05-31	157	A
USGS	03109500	1971-06-01	146	A
USGS	03109500	1971-06-02	140	A
USGS	03109500	1971-06-03	146	A
USGS	03109500	1971-06-04	157	A
USGS	03109500	1971-06-05	152	A
USGS	03109500	1971-06-06	499	A
USGS	03109500	1971-06-07	810	A
USGS	03109500	1971-06-08	392	A
USGS	03109500	1971-06-09	254	A
USGS	03109500	1971-06-10	202	A
USGS	03109500	1971-06-11	170	A
USGS	03109500	1971-06-12	198	A
USGS	03109500	1971-06-13	386	A
USGS	03109500	1971-06-14	316	A
USGS	03109500	1971-06-15	225	A
USGS	03109500	1971-06-16	188	A
USGS	03109500	1971-06-17	163	A
USGS	03109500	1971-06-18	146	A
USGS	03109500	1971-06-19	132	A
USGS	03109500	1971-06-20	121	A
USGS	03109500	1971-06-21	1000	A
USGS	03109500	1971-06-22	770	A
USGS	03109500	1971-06-23	410	A
USGS	03109500	1971-06-24	248	A
USGS	03109500	1971-06-25	190	A
USGS	03109500	1971-06-26	161	A
USGS	03109500	1971-06-27	144	A
USGS	03109500	1971-06-28	124	A
USGS	03109500	1971-06-29	112	A
USGS	03109500	1971-06-30	104	A
USGS	03109500	1971-07-01	99.0	A
USGS	03109500	1971-07-02	119	A
USGS	03109500	1971-07-03	102	A
USGS	03109500	1971-07-04	88.0	A
USGS	03109500	1971-07-05	82.0	A
USGS	03109500	1971-07-06	75.0	A
USGS	03109500	1971-07-07	71.0	A
USGS	03109500	1971-07-08	66.0	A
USGS	03109500	1971-07-09	76.0	A
USGS	03109500	1971-07-10	121	A
USGS	03109500	1971-07-11	511	A
USGS	03109500	1971-07-12	730	A
USGS	03109500	1971-07-13	336	A
USGS	03109500	1971-07-14	210	A
USGS	03109500	1971-07-15	155	A
USGS	03109500	1971-07-16	150	A
USGS	03109500	1971-07-17	130	A
USGS	03109500	1971-07-18	112	A
USGS	03109500	1971-07-19	105	A
USGS	03109500	1971-07-20	142	A
USGS	03109500	1971-07-21	112	A
USGS	03109500	1971-07-22	97.0	A
USGS	03109500	1971-07-23	85.0	A
USGS	03109500	1971-07-24	86.0	A
USGS	03109500	1971-07-25	107	A
USGS	03109500	1971-07-26	99.0	A
USGS	03109500	1971-07-27	97.0	A
USGS	03109500	1971-07-28	84.0	A
USGS	03109500	1971-07-29	82.0	A
USGS	03109500	1971-07-30	86.0	A
USGS	03109500	1971-07-31	88.0	A
USGS	03109500	1971-08-01	79.0	A
USGS	03109500	1971-08-02	75.0	A
USGS	03109500	1971-08-03	91.0	A
USGS	03109500	1971-08-04	97.0	A
USGS	03109500	1971-08-05	91.0	A
USGS	03109500	1971-08-06	80.0	A
USGS	03109500	1971-08-07	72.0	A
USGS	03109500	1971-08-08	60.0	A
USGS	03109500	1971-08-09	53.0	A
USGS	03109500	1971-08-10	55.0	A
USGS	03109500	1971-08-11	51.0	A
USGS	03109500	1971-08-12	48.0	A
USGS	03109500	1971-08-13	46.0	A
USGS	03109500	1971-08-14	45.0	A
USGS	03109500	1971-08-15	44.0	A
USGS	03109500	1971-08-16	42.0	A
USGS	03109500	1971-08-17	39.0	A
USGS	03109500	1971-08-18	37.0	A
USGS	03109500	1971-08-19	38.0	A
USGS	03109500	1971-08-20	36.0	A
USGS	03109500	1971-08-21	37.0	A
USGS	03109500	1971-08-22	44.0	A
USGS	03109500	1971-08-23	60.0	A
USGS	03109500	1971-08-24	62.0	A
USGS	03109500	1971-08-25	56.0	A
USGS	03109500	1971-08-26	56.0	A
USGS	03109500	1971-08-27	55.0	A
USGS	03109500	1971-08-28	49.0	A
USGS	03109500	1971-08-29	50.0	A
USGS	03109500	1971-08-30	44.0	A
USGS	03109500	1971-08-31	42.0	A
USGS	03109500	1971-09-01	74.0	A
USGS	03109500	1971-09-02	47.0	A
USGS	03109500	1971-09-03	64.0	A
USGS	03109500	1971-09-04	53.0	A
USGS	03109500	1971-09-05	48.0	A
USGS	03109500	1971-09-06	43.0	A
USGS	03109500	1971-09-07	43.0	A
USGS	03109500	1971-09-08	75.0	A
USGS	03109500	1971-09-09	61.0	A
USGS	03109500	1971-09-10	53.0	A
USGS	03109500	1971-09-11	56.0	A
USGS	03109500	1971-09-12	66.0	A
USGS	03109500	1971-09-13	128	A
USGS	03109500	1971-09-14	172	A
USGS	03109500	1971-09-15	144	A
USGS	03109500	1971-09-16	107	A
USGS	03109500	1971-09-17	102	A
USGS	03109500	1971-09-18	88.0	A
USGS	03109500	1971-09-19	82.0	A
USGS	03109500	1971-09-20	102	A
USGS	03109500	1971-09-21	99.0	A
USGS	03109500	1971-09-22	94.0	A
USGS	03109500	1971-09-23	115	A
USGS	03109500	1971-09-24	80.0	A
USGS	03109500	1971-09-25	60.0	A
USGS	03109500	1971-09-26	64.0	A
USGS	03109500	1971-09-27	78.0	A
USGS	03109500	1971-09-28	74.0	A
USGS	03109500	1971-09-29	72.0	A
USGS	03109500	1971-09-30	71.0	A
USGS	03109500	1971-10-01	67.0	A
USGS	03109500	1971-10-02	59.0	A
USGS	03109500	1971-10-03	53.0	A
USGS	03109500	1971-10-04	51.0	A
USGS	03109500	1971-10-05	47.0	A
USGS	03109500	1971-10-06	45.0	A
USGS	03109500	1971-10-07	47.0	A
USGS	03109500	1971-10-08	49.0	A
USGS	03109500	1971-10-09	52.0	A
USGS	03109500	1971-10-10	84.0	A
USGS	03109500	1971-10-11	88.0	A
USGS	03109500	1971-10-12	76.0	A
USGS	03109500	1971-10-13	66.0	A
USGS	03109500	1971-10-14	59.0	A
USGS	03109500	1971-10-15	54.0	A
USGS	03109500	1971-10-16	51.0	A
USGS	03109500	1971-10-17	51.0	A
USGS	03109500	1971-10-18	52.0	A
USGS	03109500	1971-10-19	50.0	A
USGS	03109500	1971-10-20	45.0	A
USGS	03109500	1971-10-21	41.0	A
USGS	03109500	1971-10-22	41.0	A
USGS	03109500	1971-10-23	42.0	A
USGS	03109500	1971-10-24	47.0	A
USGS	03109500	1971-10-25	54.0	A
USGS	03109500	1971-10-26	56.0	A
USGS	03109500	1971-10-27	54.0	A
USGS	03109500	1971-10-28	53.0	A
USGS	03109500	1971-10-29	51.0	A
USGS	03109500	1971-10-30	49.0	A
USGS	03109500	1971-10-31	49.0	A
USGS	03109500	1971-11-01	51.0	A
USGS	03109500	1971-11-02	53.0	A
USGS	03109500	1971-11-03	58.0	A
USGS	03109500	1971-11-04	56.0	A
USGS	03109500	1971-11-05	54.0	A
USGS	03109500	1971-11-06	51.0	A
USGS	03109500	1971-11-07	53.0	A
USGS	03109500	1971-11-08	54.0	A
USGS	03109500	1971-11-09	55.0	A
USGS	03109500	1971-11-10	58.0	A
USGS	03109500	1971-11-11	60.0	A
USGS	03109500	1971-11-12	61.0	A
USGS	03109500	1971-11-13	61.0	A
USGS	03109500	1971-11-14	59.0	A
USGS	03109500	1971-11-15	58.0	A
USGS	03109500	1971-11-16	56.0	A
USGS	03109500	1971-11-17	54.0	A
USGS	03109500	1971-11-18	62.0	A
USGS	03109500	1971-11-19	78.0	A
USGS	03109500	1971-11-20	92.0	A
USGS	03109500	1971-11-21	107	A
USGS	03109500	1971-11-22	117	A
USGS	03109500	1971-11-23	108	A
USGS	03109500	1971-11-24	114	A
USGS	03109500	1971-11-25	124	A
USGS	03109500	1971-11-26	121	A
USGS	03109500	1971-11-27	130	A
USGS	03109500	1971-11-28	161	A
USGS	03109500	1971-11-29	188	A
USGS	03109500	1971-11-30	293	A
USGS	03109500	1971-12-01	263	A
USGS	03109500	1971-12-02	208	A
USGS	03109500	1971-12-03	263	A
USGS	03109500	1971-12-04	225	A
USGS	03109500	1971-12-05	205	A
USGS	03109500	1971-12-06	278	A
USGS	03109500	1971-12-07	1010	A
USGS	03109500	1971-12-08	1060	A
USGS	03109500	1971-12-09	606	A
USGS	03109500	1971-12-10	418	A
USGS	03109500	1971-12-11	330	A
USGS	03109500	1971-12-12	263	A
USGS	03109500	1971-12-13	230	A
USGS	03109500	1971-12-14	245	A
USGS	03109500	1971-12-15	782	A
USGS	03109500	1971-12-16	818	A
USGS	03109500	1971-12-17	566	A
USGS	03109500	1971-12-18	406	A
USGS	03109500	1971-12-19	326	A
USGS	03109500	1971-12-20	319	A
USGS	03109500	1971-12-21	322	A
USGS	03109500	1971-12-22	284	A
USGS	03109500	1971-12-23	225	A
USGS	03109500	1971-12-24	230	A
USGS	03109500	1971-12-25	215	A
USGS	03109500	1971-12-26	208	A
USGS	03109500	1971-12-27	220	A
USGS	03109500	1971-12-28	290	A
USGS	03109500	1971-12-29	312	A
USGS	03109500	1971-12-30	985	A
USGS	03109500	1971-12-31	1770	A
USGS	03109500	1972-01-01	1070	A
USGS	03109500	1972-01-02	872	A
USGS	03109500	1972-01-03	858	A
USGS	03109500	1972-01-04	680	A
USGS	03109500	1972-01-05	725	A
USGS	03109500	1972-01-06	620	A
USGS	03109500	1972-01-07	502	A
USGS	03109500	1972-01-08	450	A
USGS	03109500	1972-01-09	422	A
USGS	03109500	1972-01-10	498	A
USGS	03109500	1972-01-11	506	A
USGS	03109500	1972-01-12	450	A
USGS	03109500	1972-01-13	422	A
USGS	03109500	1972-01-14	438	A
USGS	03109500	1972-01-15	420	A
USGS	03109500	1972-01-16	400	A
USGS	03109500	1972-01-17	390	A
USGS	03109500	1972-01-18	390	A
USGS	03109500	1972-01-19	420	A
USGS	03109500	1972-01-20	390	A
USGS	03109500	1972-01-21	370	A
USGS	03109500	1972-01-22	462	A
USGS	03109500	1972-01-23	539	A
USGS	03109500	1972-01-24	670	A
USGS	03109500	1972-01-25	645	A
USGS	03109500	1972-01-26	430	A
USGS	03109500	1972-01-27	400	A
USGS	03109500	1972-01-28	350	A
USGS	03109500	1972-01-29	326	A
USGS	03109500	1972-01-30	300	A
USGS	03109500	1972-01-31	290	A
USGS	03109500	1972-02-01	280	A
USGS	03109500	1972-02-02	310	A
USGS	03109500	1972-02-03	344	A
USGS	03109500	1972-02-04	526	A
USGS	03109500	1972-02-05	470	A
USGS	03109500	1972-02-06	410	A
USGS	03109500	1972-02-07	370	A
USGS	03109500	1972-02-08	340	A
USGS	03109500	1972-02-09	310	A
USGS	03109500	1972-02-10	290	A
USGS	03109500	1972-02-11	280	A
USGS	03109500	1972-02-12	320	A
USGS	03109500	1972-02-13	740	A
USGS	03109500	1972-02-14	1320	A
USGS	03109500	1972-02-15	1410	A
USGS	03109500	1972-02-16	1670	A
USGS	03109500	1972-02-17	1490	A
USGS	03109500	1972-02-18	1400	A
USGS	03109500	1972-02-19	1270	A
USGS	03109500	1972-02-20	962	A
USGS	03109500	1972-02-21	800	A
USGS	03109500	1972-02-22	700	A
USGS	03109500	1972-02-23	650	A
USGS	03109500	1972-02-24	600	A
USGS	03109500	1972-02-25	550	A
USGS	03109500	1972-02-26	500	A
USGS	03109500	1972-02-27	500	A
USGS	03109500	1972-02-28	735	A
USGS	03109500	1972-02-29	1330	A
USGS	03109500	1972-03-01	2220	A
USGS	03109500	1972-03-02	3290	A
USGS	03109500	1972-03-03	3110	A
USGS	03109500	1972-03-04	3020	A
USGS	03109500	1972-03-05	1450	A
USGS	03109500	1972-03-06	1060	A
USGS	03109500	1972-03-07	1220	A
USGS	03109500	1972-03-08	3080	A
USGS	03109500	1972-03-09	2200	A
USGS	03109500	1972-03-10	1530	A
USGS	03109500	1972-03-11	1220	A
USGS	03109500	1972-03-12	1360	A
USGS	03109500	1972-03-13	3750	A
USGS	03109500	1972-03-14	4280	A
USGS	03109500	1972-03-15	3510	A
USGS	03109500	1972-03-16	2760	A
USGS	03109500	1972-03-17	3040	A
USGS	03109500	1972-03-18	2330	A
USGS	03109500	1972-03-19	1690	A
USGS	03109500	1972-03-20	1290	A
USGS	03109500	1972-03-21	1100	A
USGS	03109500	1972-03-22	1270	A
USGS	03109500	1972-03-23	1530	A
USGS	03109500	1972-03-24	1240	A
USGS	03109500	1972-03-25	1060	A
USGS	03109500	1972-03-26	914	A
USGS	03109500	1972-03-27	806	A
USGS	03109500	1972-03-28	720	A
USGS	03109500	1972-03-29	650	A
USGS	03109500	1972-03-30	650	A
USGS	03109500	1972-03-31	598	A
USGS	03109500	1972-04-01	548	A
USGS	03109500	1972-04-02	544	A
USGS	03109500	1972-04-03	514	A
USGS	03109500	1972-04-04	502	A
USGS	03109500	1972-04-05	494	A
USGS	03109500	1972-04-06	454	A
USGS	03109500	1972-04-07	890	A
USGS	03109500	1972-04-08	932	A
USGS	03109500	1972-04-09	755	A
USGS	03109500	1972-04-10	700	A
USGS	03109500	1972-04-11	640	A
USGS	03109500	1972-04-12	580	A
USGS	03109500	1972-04-13	1060	A
USGS	03109500	1972-04-14	1250	A
USGS	03109500	1972-04-15	2020	A
USGS	03109500	1972-04-16	3660	A
